team_id,entry_id,detection_prec,detection_rec,detection_f1,selection_prec,selection_rec,selection_f1,selection_em_acc,generation_bleu,generation_meteor,generation_rouge_1,generation_rouge_2,generation_rouge_l,overall_mrr
0,0,0.9982123703968537,0.997855611150822,0.9980339588918679,0.7901287187793027,0.7877113962777258,0.7889182058047494,0.3905747947161728,0.10043033494123692,0.17481554171897049,0.35198623186744454,0.14295629115203046,0.2752605706967929,0.03943907263760205
1,0,0.9976851851851852,0.770192994996426,0.8693021379588544,0.7871916823360248,0.6048270587235489,0.6840638216070742,0.3089546914020692,0.08728055785852408,0.1511779349704869,0.3060813538054137,0.12480652426766388,0.2400413409160427,0.02261514555949772
2,0,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.41563055062166965,0.10500775180590743,0.16906271130794864,0.3472022734137167,0.14660275918570495,0.2792812764058823,0.06506306940728605
2,1,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.41563055062166965,0.09441308375255224,0.1747103893740714,0.3651859460344296,0.14944394056877952,0.2874646392755053,0.14208338266455375
2,2,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.41563055062166965,0.10240446237360358,0.1776223726280943,0.36334149813945366,0.15081644610268755,0.286493668723885,0.08887409195526305
2,3,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.41563055062166965,0.09841204545177215,0.17736424878831153,0.365757042048007,0.15086464485937426,0.28754219127163516,0.23483906448273556
3,0,0.9985683607730852,0.9971408148677627,0.997854077253219,0.7566513224623547,0.8241692869890371,0.7889684347543119,0.39664405569439487,0.08301944151856096,0.1600382788504971,0.33332155938474944,0.12859480893475886,0.26382617401761443,0.02702173735549859
3,1,0.9985683607730852,0.9971408148677627,0.997854077253219,0.7566513224623547,0.8241692869890371,0.7889684347543119,0.39664405569439487,0.08735244920785112,0.16406562923354565,0.3424734413660397,0.137203772617767,0.2701914150284781,0.02954972658920027
4,0,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.8320014051110916,0.8051329990651823,0.8183467219486914,0.46126383434487683,0.0956579984338782,0.16618312714672742,0.3401581443917736,0.13117889065598984,0.2630822593993342,0.03899219044342883
4,1,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.8182866556836903,0.8442253760516699,0.831053666290208,0.48946804712602643,0.10034527593505663,0.17308972392212651,0.35104345639662315,0.142201272506334,0.27373143733253996,0.051432313989029046
4,2,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.8320014051110916,0.8051329990651823,0.8183467219486914,0.46126383434487683,0.06360772984791782,0.15920491941739615,0.3505053310063095,0.14298022534444857,0.2748457566328739,0.040451023827706815
4,3,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.7413501460864217,0.8194102150080734,0.7784281273967627,0.40414137807925743,0.0629463228184403,0.15960011321113454,0.3496189716122523,0.14230419806299688,0.27347005849991535,0.03387358638976251
4,4,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.783147753297007,0.8427806577717345,0.8118706508391322,0.493576017130621,0.06388361544635589,0.16123496856373068,0.35256035359473953,0.14409235299075002,0.2749374646264599,0.04210600437574122
5,0,0.9985678481919084,0.996783416726233,0.9976748345555356,0.7740621156211562,0.8556981388629217,0.8128355196770939,0.4675,0.09626723172482826,0.17189054916727808,0.34703683632028287,0.1379327181511477,0.2691633649279964,0.037817388428801474
5,1,0.9985678481919084,0.996783416726233,0.9976748345555356,0.7861488457371447,0.801648678507691,0.7938231086425985,0.40964285714285714,0.09856535472356573,0.17131347109361705,0.3482846367551636,0.14011984514505413,0.2714096435212944,0.035033637434102496
5,2,0.9985678481919084,0.996783416726233,0.9976748345555356,0.6494832124285806,0.8597773434180335,0.739979520187244,0.4214846538187009,0.09386173110287832,0.1669382175436921,0.3391073194801601,0.13353451851713072,0.264604804586969,0.030051933259170098
6,0,0.9967925873129009,0.9996426018584703,0.9982155603140613,0.8039398894339329,0.8774538964901845,0.8390898008939457,0.5547237076648841,0.10173552659596856,0.18935618178052888,0.36294526118883674,0.1477720298604739,0.28039977146484235,0.21270292207792207
6,1,0.9967925873129009,0.9996426018584703,0.9982155603140613,0.7607449856733525,0.9025240078184754,0.8255917907256968,0.5384889522451889,0.10078599452687106,0.18894272923469965,0.3616120716065222,0.14668323146655923,0.2781649848691553,0.12514117826617827
6,2,0.9967925873129009,0.9996426018584703,0.9982155603140613,0.8124901559300677,0.8767740290643324,0.843408951563458,0.5691375623663578,0.10045554427263016,0.18861454921179052,0.3617375527754671,0.14641538342956223,0.27936648833949657,0.12394005847953216
6,3,0.9967925873129009,0.9996426018584703,0.9982155603140613,0.7711771977023195,0.9013342398232345,0.8311912225705329,0.5538132573057734,0.10045554427263016,0.18861454921179052,0.3617375527754671,0.14641538342956223,0.27936648833949657,0.1103983918128655
7,0,0.9978579078900393,0.998927805575411,0.9983925701018039,0.8096172718351324,0.8413359394917991,0.825171910814753,0.5210413694721826,0.09585892544411492,0.1804687082291274,0.3552031115065418,0.1450377759190828,0.2783998603247692,0.06478127850410459
7,1,0.9978579078900393,0.998927805575411,0.9983925701018039,0.8096172718351324,0.8413359394917991,0.825171910814753,0.5210413694721826,0.10472285387908575,0.17638054733628394,0.36032967554915246,0.1463217083767148,0.2800947486355599,0.0833009004884005
7,2,0.9978579078900393,0.998927805575411,0.9983925701018039,0.8096172718351324,0.8413359394917991,0.825171910814753,0.5210413694721826,0.08965298207558321,0.1743558553116951,0.3590918283999151,0.1458394659109244,0.2839761389272286,0.06624502562002563
7,3,0.9978586723768736,0.9992852037169406,0.9985714285714284,0.8183304717521053,0.850599133169032,0.8341528460705058,0.5313837375178316,0.1050021666416961,0.17743184725539174,0.36173603996364356,0.14735154055668281,0.28054711060931614,0.21601419413919415
7,4,0.9978586723768736,0.9992852037169406,0.9985714285714284,0.8183304717521053,0.850599133169032,0.8341528460705058,0.5313837375178316,0.10747814475295461,0.1743771133742458,0.35851238796889495,0.14591772088250363,0.2793915761043494,0.24020660800552107
8,0,0.9978563772775991,0.9982130092923517,0.9980346614257638,0.8240151384827111,0.8141412424577208,0.8190484332920104,0.5130217623974314,0.10291118553699517,0.17638172064224505,0.358711628955722,0.1479337927363981,0.28224330836204287,0.07363832793883103
8,1,0.9978563772775991,0.9982130092923517,0.9980346614257638,0.8240151384827111,0.8141412424577208,0.8190484332920104,0.5130217623974314,0.044478406302758886,0.1138914412966549,0.28007009308191994,0.10462333845432713,0.22759480249756042,0.034268707482993196
8,2,0.9967880085653105,0.9982130092923517,0.9974999999999999,0.6650415074449861,0.8578227245687091,0.7492299127853034,0.40413399857448323,0.0945689533945307,0.16678302332011194,0.340816628014796,0.13658314036191557,0.26665213024211554,0.029090524019530106
8,3,0.997855611150822,0.997855611150822,0.997855611150822,0.8238533689011273,0.8136313418883317,0.818710449803318,0.512665001783803,0.09511206095131529,0.17369437617166353,0.3518070940847518,0.1378605085140398,0.27052695861890796,0.04089312206040147
9,0,0.9995355318160706,0.7691208005718371,0.8693193294283983,0.8384940966807752,0.6397552477266933,0.725765244637262,0.38728117184708827,0.0730680019494204,0.14784072890635902,0.30456777228271925,0.11517619622121483,0.23203481159959505,0.02241804373274677
9,1,0.9995355318160706,0.7691208005718371,0.8693193294283983,0.8384940966807752,0.6397552477266933,0.725765244637262,0.38728117184708827,0.07879132061731976,0.15315270874519704,0.3140694498347285,0.12328304033998683,0.24055698505829035,0.023154779119784422
9,2,0.9995355318160706,0.7691208005718371,0.8693193294283983,0.8384940966807752,0.6397552477266933,0.725765244637262,0.38728117184708827,0.08562929411081992,0.14729223938699734,0.3050801133322717,0.12033471964735197,0.2370891215713405,0.02281208713451612
10,0,0.9950142450142451,0.9985704074338814,0.9967891544773457,0.7955358664167661,0.793575252825699,0.7945543501382684,0.41773504273504275,0.10353822848098965,0.17914722815975276,0.3597962453732549,0.14731318736716295,0.2811653569623499,0.06749652207626346
10,1,0.9950142450142451,0.9985704074338814,0.9967891544773457,0.7955358664167661,0.793575252825699,0.7945543501382684,0.41773504273504275,0.0940989548654431,0.181432377362801,0.35566809765913737,0.14576862763515838,0.27885879997340135,0.04539565149406398
10,2,0.9957219251336898,0.9982130092923517,0.9969659111190433,0.7714560461575447,0.818135463584601,0.7941103687206137,0.42332382310984307,0.060323436312982565,0.12109509343503332,0.24093812500068323,0.08730896734582051,0.18590046607600882,0.025098780827467464
11,0,0.9989270386266095,0.9982130092923517,0.998569896317483,0.6539532007009586,0.5391348687006033,0.5910191913545741,0.30714285714285716,0.09803027514408379,0.16144370386166937,0.33676317968826736,0.13858860979982443,0.27129673924614917,0.04662946415121712
11,1,0.9989270386266095,0.9982130092923517,0.998569896317483,0.6539532007009586,0.5391348687006033,0.5910191913545741,0.30714285714285716,0.09336747980585638,0.1617990727699252,0.3332572977855345,0.1295969398612386,0.2621928953695368,0.04254913023967902
11,2,0.9989270386266095,0.9982130092923517,0.998569896317483,0.606328683225587,0.6057618764340954,0.60604514730264,0.19035714285714286,0.09827978788725375,0.15976706930246753,0.33182160191400556,0.13754651327974873,0.26928511108575026,0.04548518439719472
11,3,0.9989270386266095,0.9982130092923517,0.998569896317483,0.606328683225587,0.6057618764340954,0.60604514730264,0.19035714285714286,0.09624032002409291,0.16072947121293074,0.3309036497676748,0.13181740640608383,0.2629204941941977,0.043729238279928494
12,0,0.9985704074338814,0.9985704074338814,0.9985704074338814,0.5477799469389798,0.9299736551372483,0.689453125,0.2819414703783012,0.09058772404654519,0.169224259523388,0.3386174987026521,0.13434335323915983,0.26388406825785404,0.06485226955551703
12,1,0.9985704074338814,0.9985704074338814,0.9985704074338814,0.7537958420929689,0.8227245687091017,0.7867533522958148,0.4291324526954659,0.06259215045952653,0.177371232520447,0.33656294039034984,0.11796977534215948,0.24437830632632468,0.07039607555266506
12,2,0.9985704074338814,0.9985704074338814,0.9985704074338814,0.7537958420929689,0.8227245687091017,0.7867533522958148,0.4291324526954659,0.09612745946015469,0.17153188343610223,0.3571599669694349,0.14665267793775216,0.27977453689478565,0.0811557793407218
13,0,0.9964323938637174,0.9982130092923517,0.9973219068023566,0.8340923877683799,0.8715900399422113,0.8524290404355234,0.6566951566951567,0.1024262774726794,0.18262540196799926,0.3637516628642476,0.1524413012610557,0.28677463347095744,0.30000583566760036
13,1,0.9964323938637174,0.9982130092923517,0.9973219068023566,0.851062036412677,0.8580776748534036,0.8545554568152003,0.6474358974358975,0.10170313785656852,0.18298886062758418,0.36301205613282755,0.15303473229423162,0.28703856053907667,0.32698233139409605
13,2,0.9964323938637174,0.9982130092923517,0.9973219068023566,0.8589942975635044,0.8449052434775218,0.8518915213572683,0.6431623931623932,0.10172021093257413,0.18192409455927397,0.36182769638954276,0.15141997214455616,0.28645421189653164,0.16409313725490193
13,3,0.9964323938637174,0.9982130092923517,0.9973219068023566,0.8589942975635044,0.8449052434775218,0.8518915213572683,0.6431623931623932,0.10814738574694328,0.18194282794412933,0.3651847045062412,0.15276357086881726,0.2872477048023455,0.3422181372549019
13,4,0.9964323938637174,0.9982130092923517,0.9973219068023566,0.8589942975635044,0.8449052434775218,0.8518915213572683,0.6431623931623932,0.09308741999974608,0.1839795504547088,0.35909471709865787,0.1483826249969241,0.28077987209895305,0.1450495582848524
14,0,0.9978579078900393,0.998927805575411,0.9983925701018039,0.785559986706547,0.8035183139287839,0.7944376759232029,0.4182726623840114,0.10663546756897078,0.17481782252671185,0.359936104109385,0.15767703558700175,0.28992507399949463,0.3276899744572158
14,1,0.9978579078900393,0.998927805575411,0.9983925701018039,0.785559986706547,0.8035183139287839,0.7944376759232029,0.4182726623840114,0.09311908473746178,0.1755823469679102,0.3649762863529995,0.14940423452500629,0.28673071974034214,0.09469142415990392
